date,state,market,crop_type,original_commodity,price_ngn,price_usd,price_type,latitude,longitude
2021-12-15,Borno,Tashan Bama,spinach,Spinach,50.0,0.12,Retail,11.81,13.18
2021-12-15,Borno,Tashan Bama,tomato,Tomatoes,100.0,0.24,Retail,11.81,13.18
2021-12-15,Gombe,Gombe,bread,Bread,250.0,0.61,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,maize,Maize (white),203.2,0.5,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,maize,Maize (yellow),203.2,0.5,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,millet,Millet,560.0,1.37,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,rice,Rice (imported),1700.0,4.15,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,rice,Rice (local),1061.0,2.59,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,sorghum,Sorghum (white),243.07,0.59,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,yam,Yam,931.0,2.27,Retail,10.28,11.17
2021-12-15,Gombe,Gombe,groundnut,Groundnuts (shelled),683.33,1.67,Retail,10.28,11.17
2021-12-15,Jigawa,Gujungu,bread,Bread,113.6,0.28,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,maize,Maize (white),211.62,0.52,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,maize,Maize (yellow),211.6,0.52,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,millet,Millet,520.0,1.27,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,rice,Rice (local),1094.0,2.67,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,sorghum,Sorghum (white),151.62,0.37,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,yam,Yam,406.0,0.99,Retail,12.36,9.58
2021-12-15,Jigawa,Gujungu,groundnut,Groundnuts (shelled),465.58,1.14,Retail,12.36,9.58
2021-12-15,Kaduna,Giwa,bread,Bread,240.0,0.59,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,maize,Maize (white),174.37,0.43,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,maize,Maize (yellow),182.26,0.44,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,millet,Millet,594.0,1.45,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,rice,Rice (imported),1627.0,3.97,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,rice,Rice (local),1157.0,2.82,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,sorghum,Sorghum (white),183.55,0.45,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,yam,Yam,682.0,1.66,Retail,11.28,7.42
2021-12-15,Kaduna,Giwa,groundnut,Groundnuts (shelled),581.56,1.42,Retail,11.28,7.42
2021-12-15,Kaduna,Saminaka,bread,Bread,200.0,0.49,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,maize,Maize (white),198.5,0.48,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,maize,Maize (yellow),210.22,0.51,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,millet,Millet,599.0,1.46,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,rice,Rice (imported),1737.0,4.24,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,rice,Rice (local),988.0,2.41,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,sorghum,Sorghum (white),221.9,0.54,Retail,10.42,8.68
2021-12-15,Kaduna,Saminaka,groundnut,Groundnuts (shelled),733.98,1.79,Retail,10.42,8.68
2021-12-15,Kano,Dawanau,bread,Bread,100.0,0.24,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,maize,Maize (white),202.46,0.49,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,maize,Maize (yellow),204.74,0.5,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,millet,Millet,532.0,1.3,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,rice,Rice (imported),1495.0,3.65,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,rice,Rice (local),982.0,2.4,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,sorghum,Sorghum (white),193.6,0.47,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,yam,Yam,723.0,1.76,Retail,12.09,8.43
2021-12-15,Kano,Dawanau,groundnut,Groundnuts (shelled),526.46,1.28,Retail,12.09,8.43
2021-12-15,Katsina,Dandume,bread,Bread,400.0,0.98,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,maize,Maize (white),202.88,0.5,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,maize,Maize (yellow),205.27,0.5,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,millet,Millet,545.0,1.33,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,rice,Rice (imported),1398.0,3.41,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,rice,Rice (local),986.0,2.41,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,sorghum,Sorghum (white),214.36,0.52,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,yam,Yam,438.0,1.07,Retail,11.42,7.2
2021-12-15,Katsina,Dandume,groundnut,Groundnuts (shelled),475.77,1.16,Retail,11.42,7.2
2021-12-15,Kebbi,Gwandu,bread,Bread,153.6,0.37,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,maize,Maize (white),198.7,0.48,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,maize,Maize (yellow),198.7,0.48,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,millet,Millet,543.0,1.33,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,rice,Rice (imported),1304.0,3.18,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,rice,Rice (local),855.0,2.09,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,sorghum,Sorghum (white),207.97,0.51,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,yam,Yam,1080.0,2.64,Retail,12.49,4.64
2021-12-15,Kebbi,Gwandu,groundnut,Groundnuts (shelled),541.97,1.32,Retail,12.49,4.64
2021-12-15,Lagos,Lagos,bread,Bread,320.0,0.78,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,maize,Maize (white),270.32,0.66,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,maize,Maize (yellow),307.11,0.75,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,millet,Millet,816.0,1.99,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,rice,Rice (imported),1998.0,4.88,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,rice,Rice (local),1484.0,3.62,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,sorghum,Sorghum (white),314.37,0.77,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,yam,Yam,705.0,1.72,Retail,6.61,3.4
2021-12-15,Lagos,Lagos,groundnut,Groundnuts (shelled),686.1,1.67,Retail,6.61,3.4
2021-12-15,Oyo,Ibadan,bread,Bread,162.0,0.4,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,maize,Maize (white),215.5,0.53,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,maize,Maize (yellow),225.55,0.55,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,millet,Millet,684.0,1.67,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,rice,Rice (imported),1573.0,3.84,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,rice,Rice (local),1136.0,2.77,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,sorghum,Sorghum (white),268.72,0.66,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,yam,Yam,639.0,1.56,Retail,7.4,3.92
2021-12-15,Oyo,Ibadan,groundnut,Groundnuts (shelled),627.54,1.53,Retail,7.4,3.92
2021-12-15,Yobe,Bursari,maize_flour,Maize flour,404.0,0.99,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,millet,Millet,464.0,1.13,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,rice,Rice (imported),1650.0,4.03,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,rice,Rice (local),974.0,2.38,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,sorghum,Sorghum,480.0,1.17,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,yam,Yam,988.0,2.41,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,eggs,Eggs,1725.0,4.21,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,salt,Salt,250.0,0.61,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,sugar,Sugar,279.0,0.68,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,cowpea,Cowpeas,1042.0,2.54,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,groundnut,Groundnuts,926.0,2.26,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,banana,Bananas,200.0,0.49,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,onion,Onions,91.0,0.22,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,orange,Oranges,100.0,0.24,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,spinach,Spinach,20.0,0.049,Retail,12.5,11.5
2021-12-15,Yobe,Bursari,tomato,Tomatoes,40.0,0.098,Retail,12.5,11.5
2021-12-15,Yobe,Damaturu,bread,Bread,192.0,0.47,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,maize,Maize (white),207.48,0.51,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,maize,Maize (yellow),194.2,0.47,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,millet,Millet,550.0,1.34,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,rice,Rice (imported),1432.0,3.49,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,rice,Rice (local),1014.0,2.47,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,sorghum,Sorghum (white),203.6,0.5,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,yam,Yam,900.0,2.2,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu,groundnut,Groundnuts (shelled),429.18,1.05,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),maize_flour,Maize flour,404.0,0.99,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),millet,Millet,464.0,1.13,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),rice,Rice (imported),1700.0,4.15,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),rice,Rice (local),1109.0,2.71,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),sorghum,Sorghum,415.0,1.01,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),yam,Yam,363.0,0.89,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),eggs,Eggs,1800.0,4.39,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),salt,Salt,250.0,0.61,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),sugar,Sugar,250.0,0.61,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),cowpea,Cowpeas,625.0,1.53,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),groundnut,Groundnuts,1100.0,2.68,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),banana,Bananas,50.0,0.12,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),onion,Onions,125.0,0.31,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),orange,Oranges,60.0,0.15,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),spinach,Spinach,50.0,0.12,Retail,11.74,11.96
2021-12-15,Yobe,Damaturu (Sunday Market),tomato,Tomatoes,50.0,0.12,Retail,11.74,11.96
2021-12-15,Yobe,Geidam,maize_flour,Maize flour,667.0,1.63,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,millet,Millet,553.0,1.35,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,rice,Rice (local),1279.0,3.12,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,sorghum,Sorghum,567.0,1.38,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,yam,Yam,585.0,1.43,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,eggs,Eggs,1400.0,3.42,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,salt,Salt,200.0,0.49,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,sugar,Sugar,231.0,0.56,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,cowpea,Cowpeas,1017.0,2.48,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,groundnut,Groundnuts,1283.0,3.13,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,banana,Bananas,187.5,0.46,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,onion,Onions,63.0,0.15,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,orange,Oranges,100.0,0.24,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,spinach,Spinach,50.0,0.12,Retail,12.89,11.92
2021-12-15,Yobe,Geidam,tomato,Tomatoes,80.0,0.2,Retail,12.89,11.92
2021-12-15,Yobe,Gujba (Buni Yadi),maize_flour,Maize flour,417.0,1.02,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),millet,Millet,464.0,1.13,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),rice,Rice (local),1045.0,2.55,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),sorghum,Sorghum,536.0,1.31,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),yam,Yam,484.0,1.18,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),eggs,Eggs,1800.0,4.39,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),salt,Salt,250.0,0.61,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),sugar,Sugar,269.0,0.66,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),cowpea,Cowpeas,990.0,2.42,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),groundnut,Groundnuts,1223.0,2.98,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),banana,Bananas,117.0,0.29,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),onion,Onions,125.0,0.31,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),orange,Oranges,100.0,0.24,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),spinach,Spinach,57.0,0.14,Retail,11.29,12.0
2021-12-15,Yobe,Gujba (Buni Yadi),tomato,Tomatoes,67.0,0.16,Retail,11.29,12.0
2021-12-15,Yobe,Gulani (Tettaba),maize_flour,Maize flour,727.0,1.77,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),millet,Millet,557.0,1.36,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),rice,Rice (local),1157.0,2.82,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),sorghum,Sorghum,623.0,1.52,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),yam,Yam,242.0,0.59,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),eggs,Eggs,1500.0,3.66,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),salt,Salt,200.0,0.49,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),sugar,Sugar,260.0,0.63,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),cowpea,Cowpeas,729.0,1.78,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),groundnut,Groundnuts,1192.0,2.91,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),banana,Bananas,300.0,0.73,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),onion,Onions,125.0,0.31,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),orange,Oranges,100.0,0.24,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),spinach,Spinach,30.0,0.073,Retail,10.81,11.73
2021-12-15,Yobe,Gulani (Tettaba),tomato,Tomatoes,100.0,0.24,Retail,10.81,11.73
2021-12-15,Yobe,Jakusko,maize_flour,Maize flour,404.0,0.99,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,millet,Millet,371.0,0.91,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,rice,Rice (local),1013.0,2.47,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,sorghum,Sorghum,415.0,1.01,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,yam,Yam,726.0,1.77,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,eggs,Eggs,1650.0,4.03,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,salt,Salt,200.0,0.49,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,sugar,Sugar,269.0,0.66,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,cowpea,Cowpeas,1146.0,2.8,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,groundnut,Groundnuts,1100.0,2.68,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,banana,Bananas,120.0,0.29,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,onion,Onions,125.0,0.31,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,orange,Oranges,100.0,0.24,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,spinach,Spinach,60.0,0.15,Retail,12.2,10.88
2021-12-15,Yobe,Jakusko,tomato,Tomatoes,137.5,0.34,Retail,12.2,10.88
2021-12-15,Yobe,Bade (Gashua),maize_flour,Maize flour,485.0,1.18,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),millet,Millet,464.0,1.13,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),rice,Rice (imported),1500.0,3.66,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),rice,Rice (local),1061.0,2.59,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),sorghum,Sorghum,415.0,1.01,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),yam,Yam,403.0,0.98,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),eggs,Eggs,1850.0,4.52,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),salt,Salt,200.0,0.49,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),sugar,Sugar,269.0,0.66,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),cowpea,Cowpeas,1146.0,2.8,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),groundnut,Groundnuts,1100.0,2.68,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),banana,Bananas,350.0,0.85,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),onion,Onions,69.0,0.17,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),orange,Oranges,80.0,0.2,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),spinach,Spinach,20.0,0.049,Retail,12.87,11.04
2021-12-15,Yobe,Bade (Gashua),tomato,Tomatoes,55.0,0.13,Retail,12.87,11.04
2021-12-15,Yobe,Nguru,maize_flour,Maize flour,565.0,1.38,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,millet,Millet,464.0,1.13,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,rice,Rice (imported),1500.0,3.66,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,rice,Rice (local),1061.0,2.59,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,sorghum,Sorghum,415.0,1.01,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,yam,Yam,403.0,0.98,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,eggs,Eggs,1800.0,4.39,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,salt,Salt,200.0,0.49,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,sugar,Sugar,250.0,0.61,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,cowpea,Cowpeas,1146.0,2.8,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,groundnut,Groundnuts,1100.0,2.68,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,banana,Bananas,350.0,0.85,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,onion,Onions,75.0,0.18,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,orange,Oranges,80.0,0.2,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,spinach,Spinach,25.0,0.061,Retail,12.87,10.45
2021-12-15,Yobe,Nguru,tomato,Tomatoes,60.0,0.15,Retail,12.87,10.45
2021-12-15,Yobe,Potiskum,bread,Bread,120.0,0.29,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,maize,Maize (white),142.96,0.35,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,maize,Maize (yellow),142.96,0.35,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,maize_flour,Maize flour,485.0,1.18,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,millet,Millet,464.0,1.13,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,rice,Rice (imported),1550.0,3.78,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,rice,Rice (local),916.0,2.24,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,sorghum,Sorghum,478.0,1.17,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,sorghum,Sorghum (white),144.67,0.35,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,yam,Yam,565.0,1.38,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,eggs,Eggs,1775.0,4.33,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,salt,Salt,250.0,0.61,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,sugar,Sugar,269.0,0.66,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,cowpea,Cowpeas,938.0,2.29,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,groundnut,Groundnuts,917.0,2.24,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,groundnut,Groundnuts (shelled),373.92,0.91,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,banana,Bananas,362.5,0.88,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,onion,Onions,344.0,0.84,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,orange,Oranges,200.0,0.49,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,spinach,Spinach,200.0,0.49,Retail,11.71,11.08
2021-12-15,Yobe,Potiskum,tomato,Tomatoes,300.0,0.73,Retail,11.71,11.08
2021-12-15,Yobe,Yunusari,maize_flour,Maize flour,646.0,1.58,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,millet,Millet,464.0,1.13,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,rice,Rice (local),1254.0,3.06,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,sorghum,Sorghum,519.0,1.27,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,yam,Yam,605.0,1.48,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,eggs,Eggs,1675.0,4.09,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,salt,Salt,200.0,0.49,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,sugar,Sugar,231.0,0.56,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,cowpea,Cowpeas,1250.0,3.05,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,groundnut,Groundnuts,1283.0,3.13,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,banana,Bananas,150.0,0.37,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,onion,Onions,125.0,0.31,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,orange,Oranges,80.0,0.2,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,spinach,Spinach,50.0,0.12,Retail,13.15,11.54
2021-12-15,Yobe,Yunusari,tomato,Tomatoes,50.0,0.12,Retail,13.15,11.54
2021-12-15,Yobe,Yusufari,maize_flour,Maize flour,485.0,1.18,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,millet,Millet,371.0,0.91,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,rice,Rice (local),1157.0,2.82,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,sorghum,Sorghum,395.0,0.96,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,yam,Yam,484.0,1.18,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,eggs,Eggs,1400.0,3.42,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,salt,Salt,200.0,0.49,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,sugar,Sugar,269.0,0.66,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,cowpea,Cowpeas,771.0,1.88,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,groundnut,Groundnuts,1192.0,2.91,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,banana,Bananas,156.0,0.38,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,onion,Onions,125.0,0.31,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,orange,Oranges,100.0,0.24,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,spinach,Spinach,44.0,0.11,Retail,13.06,11.17
2021-12-15,Yobe,Yusufari,tomato,Tomatoes,62.0,0.15,Retail,13.06,11.17
2021-12-15,Zamfara,Kaura Namoda,bread,Bread,148.8,0.36,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,maize,Maize (white),198.22,0.48,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,maize,Maize (yellow),203.52,0.5,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,millet,Millet,562.0,1.37,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,rice,Rice (imported),1535.0,3.75,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,rice,Rice (local),1044.0,2.55,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,sorghum,Sorghum (white),228.04,0.56,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,yam,Yam,434.0,1.06,Retail,12.6,6.59
2021-12-15,Zamfara,Kaura Namoda,groundnut,Groundnuts (shelled),460.89,1.12,Retail,12.6,6.59
2022-01-15,Borno,Abba Gamaram,maize_flour,Maize flour,347.0,0.84,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,millet,Millet,743.0,1.8,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,rice,Rice (imported),2000.0,4.83,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,rice,Rice (local),1446.0,3.49,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,sorghum,Sorghum,771.0,1.86,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,yam,Yam,570.0,1.38,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,eggs,Eggs,2000.0,4.83,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,salt,Salt,200.0,0.48,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,sugar,Sugar,269.0,0.65,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,cowpea,Cowpeas,769.0,1.86,Retail,11.86,13.15
2022-01-15,Borno,Abba Gamaram,groundnut,Groundnuts,1950.0,4.71,Retail,11.86,13.15
