date,crop_type,region,price_ngn_per_kg,month,day_of_year,day_of_week,seasonal_factor
2024-12-30,yam,kaduna,605.62,12,365,0,1.1
2024-12-31,yam,kaduna,895.08,12,366,1,1.1
2025-01-01,yam,kaduna,629.76,1,1,2,1.15
2025-01-02,yam,kaduna,640.1,1,2,3,1.15
2025-01-03,yam,kaduna,794.07,1,3,4,1.15
2025-01-04,yam,kaduna,662.85,1,4,5,1.15
2025-01-05,yam,kaduna,599.31,1,5,6,1.15
2025-01-06,yam,kaduna,602.6,1,6,0,1.15
2025-01-07,yam,kaduna,598.24,1,7,1,1.15
2025-01-08,yam,kaduna,656.24,1,8,2,1.15
2025-01-09,yam,kaduna,696.18,1,9,3,1.15
2025-01-10,yam,kaduna,613.36,1,10,4,1.15
2025-01-11,yam,kaduna,691.05,1,11,5,1.15
2025-01-12,yam,kaduna,651.62,1,12,6,1.15
2025-01-13,yam,kaduna,638.08,1,13,0,1.15
2025-01-14,yam,kaduna,653.65,1,14,1,1.15
2025-01-15,yam,kaduna,542.37,1,15,2,1.15
2025-01-16,yam,kaduna,556.13,1,16,3,1.15
2025-01-17,yam,kaduna,660.15,1,17,4,1.15
2025-01-18,yam,kaduna,649.46,1,18,5,1.15
2025-01-19,yam,kaduna,629.88,1,19,6,1.15
2025-01-20,yam,kaduna,548.72,1,20,0,1.15
2025-01-21,yam,kaduna,650.51,1,21,1,1.15
2025-01-22,yam,kaduna,608.54,1,22,2,1.15
2025-01-23,yam,kaduna,608.8,1,23,3,1.15
2025-01-24,yam,kaduna,704.05,1,24,4,1.15
2025-01-25,yam,kaduna,654.06,1,25,5,1.15
2025-01-26,yam,kaduna,644.53,1,26,6,1.15
2025-01-27,yam,kaduna,725.22,1,27,0,1.15
2025-01-28,yam,kaduna,678.61,1,28,1,1.15
2025-01-29,yam,kaduna,642.23,1,29,2,1.15
2025-01-30,yam,kaduna,701.65,1,30,3,1.15
2025-01-31,yam,kaduna,685.36,1,31,4,1.15
2025-02-01,yam,kaduna,595.05,2,32,5,1.2
2025-02-02,yam,kaduna,567.84,2,33,6,1.2
2025-02-03,yam,kaduna,693.04,2,34,0,1.2
2025-02-04,yam,kaduna,641.02,2,35,1,1.2
2025-02-05,yam,kaduna,708.63,2,36,2,1.2
2025-02-06,yam,kaduna,719.35,2,37,3,1.2
2025-02-07,yam,kaduna,711.66,2,38,4,1.2
2025-02-08,yam,kaduna,679.99,2,39,5,1.2
2025-02-09,yam,kaduna,657.32,2,40,6,1.2
2025-02-10,yam,kaduna,708.74,2,41,0,1.2
2025-02-11,yam,kaduna,707.55,2,42,1,1.2
2025-02-12,yam,kaduna,709.8,2,43,2,1.2
2025-02-13,yam,kaduna,693.72,2,44,3,1.2
2025-02-14,yam,kaduna,766.13,2,45,4,1.2
2025-02-15,yam,kaduna,714.89,2,46,5,1.2
2025-02-16,yam,kaduna,737.55,2,47,6,1.2
2025-02-17,yam,kaduna,666.0,2,48,0,1.2
2025-02-18,yam,kaduna,708.37,2,49,1,1.2
2025-02-19,yam,kaduna,627.76,2,50,2,1.2
2025-02-20,yam,kaduna,580.22,2,51,3,1.2
2025-02-21,yam,kaduna,679.73,2,52,4,1.2
2025-02-22,yam,kaduna,681.71,2,53,5,1.2
2025-02-23,yam,kaduna,742.03,2,54,6,1.2
2025-02-24,yam,kaduna,686.68,2,55,0,1.2
2025-02-25,yam,kaduna,722.18,2,56,1,1.2
2025-02-26,yam,kaduna,734.63,2,57,2,1.2
2025-02-27,yam,kaduna,757.47,2,58,3,1.2
2025-02-28,yam,kaduna,798.34,2,59,4,1.2
2025-03-01,yam,kaduna,597.66,3,60,5,1.1
2025-03-02,yam,kaduna,615.8,3,61,6,1.1
2025-03-03,yam,kaduna,657.59,3,62,0,1.1
2025-03-04,yam,kaduna,568.41,3,63,1,1.1
2025-03-05,yam,kaduna,534.65,3,64,2,1.1
2025-03-06,yam,kaduna,642.42,3,65,3,1.1
2025-03-07,yam,kaduna,563.28,3,66,4,1.1
2025-03-08,yam,kaduna,639.33,3,67,5,1.1
2025-03-09,yam,kaduna,629.14,3,68,6,1.1
2025-03-10,yam,kaduna,744.28,3,69,0,1.1
2025-03-11,yam,kaduna,662.11,3,70,1,1.1
2025-03-12,yam,kaduna,578.31,3,71,2,1.1
2025-03-13,yam,kaduna,609.25,3,72,3,1.1
2025-03-14,yam,kaduna,656.51,3,73,4,1.1
2025-03-15,yam,kaduna,637.76,3,74,5,1.1
2025-03-16,yam,kaduna,690.76,3,75,6,1.1
2025-03-17,yam,kaduna,713.35,3,76,0,1.1
2025-03-18,yam,kaduna,615.3,3,77,1,1.1
2025-03-19,yam,kaduna,596.49,3,78,2,1.1
2025-03-20,yam,kaduna,582.18,3,79,3,1.1
2025-03-21,yam,kaduna,708.83,3,80,4,1.1
2025-03-22,yam,kaduna,603.11,3,81,5,1.1
2025-03-23,yam,kaduna,674.24,3,82,6,1.1
2025-03-24,yam,kaduna,692.99,3,83,0,1.1
2025-03-25,yam,kaduna,598.84,3,84,1,1.1
2025-03-26,yam,kaduna,564.99,3,85,2,1.1
2025-03-27,yam,kaduna,713.41,3,86,3,1.1
2025-03-28,yam,kaduna,613.98,3,87,4,1.1
2025-03-29,yam,kaduna,596.14,3,88,5,1.1
2025-03-30,yam,kaduna,677.53,3,89,6,1.1
2025-03-31,yam,kaduna,667.25,3,90,0,1.1
2025-04-01,yam,kaduna,635.32,4,91,1,0.95
2025-04-02,yam,kaduna,538.13,4,92,2,0.95
2025-04-03,yam,kaduna,635.85,4,93,3,0.95
2025-04-04,yam,kaduna,556.39,4,94,4,0.95
2025-04-05,yam,kaduna,564.72,4,95,5,0.95
2025-04-06,yam,kaduna,539.93,4,96,6,0.95
2025-04-07,yam,kaduna,497.68,4,97,0,0.95
2025-04-08,yam,kaduna,546.42,4,98,1,0.95
2025-04-09,yam,kaduna,527.39,4,99,2,0.95
2025-04-10,yam,kaduna,537.38,4,100,3,0.95
2025-04-11,yam,kaduna,563.98,4,101,4,0.95
2025-04-12,yam,kaduna,500.41,4,102,5,0.95
2025-04-13,yam,kaduna,505.2,4,103,6,0.95
2025-04-14,yam,kaduna,503.05,4,104,0,0.95
2025-04-15,yam,kaduna,620.86,4,105,1,0.95
2025-04-16,yam,kaduna,458.79,4,106,2,0.95
2025-04-17,yam,kaduna,551.49,4,107,3,0.95
2025-04-18,yam,kaduna,582.43,4,108,4,0.95
2025-04-19,yam,kaduna,544.34,4,109,5,0.95
2025-04-20,yam,kaduna,539.26,4,110,6,0.95
2025-04-21,yam,kaduna,522.11,4,111,0,0.95
2025-04-22,yam,kaduna,550.44,4,112,1,0.95
2025-04-23,yam,kaduna,557.17,4,113,2,0.95
2025-04-24,yam,kaduna,549.09,4,114,3,0.95
2025-04-25,yam,kaduna,560.16,4,115,4,0.95
2025-04-26,yam,kaduna,583.7,4,116,5,0.95
2025-04-27,yam,kaduna,591.35,4,117,6,0.95
2025-04-28,yam,kaduna,446.44,4,118,0,0.95
2025-04-29,yam,kaduna,582.44,4,119,1,0.95
2025-04-30,yam,kaduna,603.64,4,120,2,0.95
2025-05-01,yam,kaduna,539.09,5,121,3,0.9
2025-05-02,yam,kaduna,642.92,5,122,4,0.9
2025-05-03,yam,kaduna,522.61,5,123,5,0.9
2025-05-04,yam,kaduna,500.03,5,124,6,0.9
2025-05-05,yam,kaduna,522.63,5,125,0,0.9
2025-05-06,yam,kaduna,500.6,5,126,1,0.9
2025-05-07,yam,kaduna,554.17,5,127,2,0.9
2025-05-08,yam,kaduna,533.57,5,128,3,0.9
2025-05-09,yam,kaduna,481.53,5,129,4,0.9
2025-05-10,yam,kaduna,555.54,5,130,5,0.9
2025-05-11,yam,kaduna,510.34,5,131,6,0.9
2025-05-12,yam,kaduna,563.03,5,132,0,0.9
2025-05-13,yam,kaduna,481.6,5,133,1,0.9
2025-05-14,yam,kaduna,531.64,5,134,2,0.9
2025-05-15,yam,kaduna,485.95,5,135,3,0.9
2025-05-16,yam,kaduna,553.78,5,136,4,0.9
2025-05-17,yam,kaduna,546.87,5,137,5,0.9
2025-05-18,yam,kaduna,524.02,5,138,6,0.9
2025-05-19,yam,kaduna,539.52,5,139,0,0.9
2025-05-20,yam,kaduna,517.92,5,140,1,0.9
2025-05-21,yam,kaduna,521.11,5,141,2,0.9
2025-05-22,yam,kaduna,594.54,5,142,3,0.9
2025-05-23,yam,kaduna,552.94,5,143,4,0.9
2025-05-24,yam,kaduna,541.38,5,144,5,0.9
2025-05-25,yam,kaduna,506.35,5,145,6,0.9
2025-05-26,yam,kaduna,604.3,5,146,0,0.9
2025-05-27,yam,kaduna,534.41,5,147,1,0.9
2025-05-28,yam,kaduna,555.73,5,148,2,0.9
2025-05-29,yam,kaduna,452.0,5,149,3,0.9
2025-05-30,yam,kaduna,523.04,5,150,4,0.9
2025-05-31,yam,kaduna,625.52,5,151,5,0.9
2025-06-01,yam,kaduna,502.46,6,152,6,0.88
2025-06-02,yam,kaduna,427.5,6,153,0,0.88
2025-06-03,yam,kaduna,509.5,6,154,1,0.88
2025-06-04,yam,kaduna,574.36,6,155,2,0.88
2025-06-05,yam,kaduna,506.63,6,156,3,0.88
2025-06-06,yam,kaduna,558.98,6,157,4,0.88
2025-06-07,yam,kaduna,616.92,6,158,5,0.88
2025-06-08,yam,kaduna,579.58,6,159,6,0.88
2025-06-09,yam,kaduna,534.64,6,160,0,0.88
2025-06-10,yam,kaduna,518.59,6,161,1,0.88
2025-06-11,yam,kaduna,529.95,6,162,2,0.88
2025-06-12,yam,kaduna,518.07,6,163,3,0.88
2025-06-13,yam,kaduna,507.95,6,164,4,0.88
2025-06-14,yam,kaduna,535.94,6,165,5,0.88
2025-06-15,yam,kaduna,517.27,6,166,6,0.88
2025-06-16,yam,kaduna,500.83,6,167,0,0.88
2025-06-17,yam,kaduna,460.83,6,168,1,0.88
2025-06-18,yam,kaduna,484.51,6,169,2,0.88
2025-06-19,yam,kaduna,528.3,6,170,3,0.88
2025-06-20,yam,kaduna,503.38,6,171,4,0.88
2025-06-21,yam,kaduna,503.74,6,172,5,0.88
2025-06-22,yam,kaduna,504.04,6,173,6,0.88
2025-06-23,yam,kaduna,498.93,6,174,0,0.88
2025-06-24,yam,kaduna,379.76,6,175,1,0.88
2025-06-25,yam,kaduna,509.36,6,176,2,0.88
2025-06-26,yam,kaduna,541.94,6,177,3,0.88
2025-06-27,yam,kaduna,528.09,6,178,4,0.88
2025-06-28,yam,kaduna,669.07,6,179,5,0.88
2025-06-29,yam,kaduna,563.68,6,180,6,0.88
2025-06-30,yam,kaduna,571.94,6,181,0,0.88
2025-07-01,yam,kaduna,486.3,7,182,1,0.92
2025-07-02,yam,kaduna,512.73,7,183,2,0.92
2025-07-03,yam,kaduna,609.4,7,184,3,0.92
2025-07-04,yam,kaduna,511.04,7,185,4,0.92
2025-07-05,yam,kaduna,502.98,7,186,5,0.92
2025-07-06,yam,kaduna,527.05,7,187,6,0.92
2025-07-07,yam,kaduna,525.05,7,188,0,0.92
2025-07-08,yam,kaduna,439.91,7,189,1,0.92
2025-07-09,yam,kaduna,556.22,7,190,2,0.92
2025-07-10,yam,kaduna,567.56,7,191,3,0.92
2025-07-11,yam,kaduna,540.97,7,192,4,0.92
2025-07-12,yam,kaduna,514.04,7,193,5,0.92
2025-07-13,yam,kaduna,609.61,7,194,6,0.92
2025-07-14,yam,kaduna,574.24,7,195,0,0.92
2025-07-15,yam,kaduna,597.72,7,196,1,0.92
2025-07-16,yam,kaduna,560.17,7,197,2,0.92
2025-07-17,yam,kaduna,516.91,7,198,3,0.92
2025-07-18,yam,kaduna,578.52,7,199,4,0.92
2025-07-19,yam,kaduna,578.42,7,200,5,0.92
2025-07-20,yam,kaduna,522.49,7,201,6,0.92
2025-07-21,yam,kaduna,631.39,7,202,0,0.92
2025-07-22,yam,kaduna,541.84,7,203,1,0.92
2025-07-23,yam,kaduna,505.12,7,204,2,0.92
2025-07-24,yam,kaduna,675.43,7,205,3,0.92
2025-07-25,yam,kaduna,574.99,7,206,4,0.92
2025-07-26,yam,kaduna,585.63,7,207,5,0.92
2025-07-27,yam,kaduna,546.04,7,208,6,0.92
2025-07-28,yam,kaduna,573.38,7,209,0,0.92
2025-07-29,yam,kaduna,623.83,7,210,1,0.92
2025-07-30,yam,kaduna,536.89,7,211,2,0.92
2025-07-31,yam,kaduna,514.42,7,212,3,0.92
2025-08-01,yam,kaduna,580.12,8,213,4,0.95
2025-08-02,yam,kaduna,582.29,8,214,5,0.95
2025-08-03,yam,kaduna,512.54,8,215,6,0.95
2025-08-04,yam,kaduna,565.4,8,216,0,0.95
2025-08-05,yam,kaduna,543.93,8,217,1,0.95
2025-08-06,yam,kaduna,552.62,8,218,2,0.95
2025-08-07,yam,kaduna,568.61,8,219,3,0.95
2025-08-08,yam,kaduna,869.5,8,220,4,0.95
2025-08-09,yam,kaduna,752.12,8,221,5,0.95
2025-08-10,yam,kaduna,534.61,8,222,6,0.95
2025-08-11,yam,kaduna,625.95,8,223,0,0.95
2025-08-12,yam,kaduna,489.41,8,224,1,0.95
2025-08-13,yam,kaduna,527.74,8,225,2,0.95
2025-08-14,yam,kaduna,527.7,8,226,3,0.95
2025-08-15,yam,kaduna,602.25,8,227,4,0.95
2025-08-16,yam,kaduna,554.58,8,228,5,0.95
2025-08-17,yam,kaduna,679.7,8,229,6,0.95
2025-08-18,yam,kaduna,630.0,8,230,0,0.95
2025-08-19,yam,kaduna,555.46,8,231,1,0.95
2025-08-20,yam,kaduna,601.86,8,232,2,0.95
2025-08-21,yam,kaduna,599.53,8,233,3,0.95
2025-08-22,yam,kaduna,645.96,8,234,4,0.95
2025-08-23,yam,kaduna,564.39,8,235,5,0.95
2025-08-24,yam,kaduna,550.2,8,236,6,0.95
2025-08-25,yam,kaduna,596.83,8,237,0,0.95
2025-08-26,yam,kaduna,565.56,8,238,1,0.95
2025-08-27,yam,kaduna,822.11,8,239,2,0.95
2025-08-28,yam,kaduna,640.78,8,240,3,0.95
2025-08-29,yam,kaduna,598.01,8,241,4,0.95
2025-08-30,yam,kaduna,622.23,8,242,5,0.95
2025-08-31,yam,kaduna,657.65,8,243,6,0.95
2025-09-01,yam,kaduna,598.08,9,244,0,1.0
2025-09-02,yam,kaduna,484.98,9,245,1,1.0
2025-09-03,yam,kaduna,563.76,9,246,2,1.0
2025-09-04,yam,kaduna,530.48,9,247,3,1.0
2025-09-05,yam,kaduna,648.39,9,248,4,1.0
2025-09-06,yam,kaduna,614.39,9,249,5,1.0
2025-09-07,yam,kaduna,567.71,9,250,6,1.0
2025-09-08,yam,kaduna,612.03,9,251,0,1.0
2025-09-09,yam,kaduna,627.36,9,252,1,1.0
2025-09-10,yam,kaduna,618.67,9,253,2,1.0
2025-09-11,yam,kaduna,722.65,9,254,3,1.0
2025-09-12,yam,kaduna,632.52,9,255,4,1.0
2025-09-13,yam,kaduna,613.76,9,256,5,1.0
2025-09-14,yam,kaduna,503.97,9,257,6,1.0
2025-09-15,yam,kaduna,562.57,9,258,0,1.0
2025-09-16,yam,kaduna,704.45,9,259,1,1.0
2025-09-17,yam,kaduna,561.75,9,260,2,1.0
2025-09-18,yam,kaduna,598.58,9,261,3,1.0
2025-09-19,yam,kaduna,613.71,9,262,4,1.0
2025-09-20,yam,kaduna,698.27,9,263,5,1.0
2025-09-21,yam,kaduna,575.33,9,264,6,1.0
2025-09-22,yam,kaduna,579.61,9,265,0,1.0
2025-09-23,yam,kaduna,589.87,9,266,1,1.0
2025-09-24,yam,kaduna,545.53,9,267,2,1.0
2025-09-25,yam,kaduna,668.27,9,268,3,1.0
2025-09-26,yam,kaduna,558.76,9,269,4,1.0
2025-09-27,yam,kaduna,602.85,9,270,5,1.0
2025-09-28,yam,kaduna,568.62,9,271,6,1.0
2025-09-29,yam,kaduna,616.36,9,272,0,1.0
2025-09-30,yam,kaduna,552.49,9,273,1,1.0
2025-10-01,yam,kaduna,535.01,10,274,2,0.85
2025-10-02,yam,kaduna,533.2,10,275,3,0.85
2025-10-03,yam,kaduna,361.97,10,276,4,0.85
2025-10-04,yam,kaduna,441.66,10,277,5,0.85
2025-10-05,yam,kaduna,561.77,10,278,6,0.85
2025-10-06,yam,kaduna,558.16,10,279,0,0.85
2025-10-07,yam,kaduna,540.87,10,280,1,0.85
2025-10-08,yam,kaduna,569.0,10,281,2,0.85
2025-10-09,yam,kaduna,474.39,10,282,3,0.85
2025-10-10,yam,kaduna,525.14,10,283,4,0.85
2025-10-11,yam,kaduna,503.6,10,284,5,0.85
2025-10-12,yam,kaduna,579.06,10,285,6,0.85
2025-10-13,yam,kaduna,382.65,10,286,0,0.85
2025-10-14,yam,kaduna,540.99,10,287,1,0.85
2025-10-15,yam,kaduna,516.45,10,288,2,0.85
2025-10-16,yam,kaduna,551.02,10,289,3,0.85
2025-10-17,yam,kaduna,512.84,10,290,4,0.85
2025-10-18,yam,kaduna,479.0,10,291,5,0.85
2025-10-19,yam,kaduna,497.34,10,292,6,0.85
2025-10-20,yam,kaduna,484.42,10,293,0,0.85
2025-10-21,yam,kaduna,547.59,10,294,1,0.85
2025-10-22,yam,kaduna,459.78,10,295,2,0.85
2025-10-23,yam,kaduna,575.18,10,296,3,0.85
2025-10-24,yam,kaduna,491.27,10,297,4,0.85
2025-10-25,yam,kaduna,601.59,10,298,5,0.85
2025-10-26,yam,kaduna,508.29,10,299,6,0.85
2025-10-27,yam,kaduna,617.7,10,300,0,0.85
2025-10-28,yam,kaduna,551.01,10,301,1,0.85
2025-10-29,yam,kaduna,519.27,10,302,2,0.85
2025-10-30,yam,kaduna,506.48,10,303,3,0.85
2025-10-31,yam,kaduna,565.17,10,304,4,0.85
2025-11-01,yam,kaduna,556.93,11,305,5,0.88
2025-11-02,yam,kaduna,560.06,11,306,6,0.88
2025-11-03,yam,kaduna,535.52,11,307,0,0.88
2025-11-04,yam,kaduna,550.24,11,308,1,0.88
2025-11-05,yam,kaduna,581.05,11,309,2,0.88
2025-11-06,yam,kaduna,574.53,11,310,3,0.88
2025-11-07,yam,kaduna,531.89,11,311,4,0.88
2025-11-08,yam,kaduna,599.55,11,312,5,0.88
2025-11-09,yam,kaduna,482.15,11,313,6,0.88
2025-11-10,yam,kaduna,526.14,11,314,0,0.88
2025-11-11,yam,kaduna,624.7,11,315,1,0.88
2025-11-12,yam,kaduna,564.85,11,316,2,0.88
2025-11-13,yam,kaduna,557.06,11,317,3,0.88
2025-11-14,yam,kaduna,569.17,11,318,4,0.88
2025-11-15,yam,kaduna,512.78,11,319,5,0.88
2025-11-16,yam,kaduna,506.66,11,320,6,0.88
2025-11-17,yam,kaduna,525.32,11,321,0,0.88
2025-11-18,yam,kaduna,667.58,11,322,1,0.88
2025-11-19,yam,kaduna,602.72,11,323,2,0.88
2025-11-20,yam,kaduna,476.91,11,324,3,0.88
2025-11-21,yam,kaduna,917.68,11,325,4,0.88
2025-11-22,yam,kaduna,601.05,11,326,5,0.88
2025-11-23,yam,kaduna,471.05,11,327,6,0.88
2025-11-24,yam,kaduna,605.76,11,328,0,0.88
2025-11-25,yam,kaduna,536.73,11,329,1,0.88
2025-11-26,yam,kaduna,545.17,11,330,2,0.88
2025-11-27,yam,kaduna,562.35,11,331,3,0.88
2025-11-28,yam,kaduna,525.82,11,332,4,0.88
2025-11-29,yam,kaduna,450.69,11,333,5,0.88
2025-11-30,yam,kaduna,490.84,11,334,6,0.88
2025-12-01,yam,kaduna,664.63,12,335,0,1.1
2025-12-02,yam,kaduna,599.83,12,336,1,1.1
2025-12-03,yam,kaduna,691.11,12,337,2,1.1
2025-12-04,yam,kaduna,749.21,12,338,3,1.1
2025-12-05,yam,kaduna,645.41,12,339,4,1.1
2025-12-06,yam,kaduna,667.38,12,340,5,1.1
2025-12-07,yam,kaduna,683.34,12,341,6,1.1
2025-12-08,yam,kaduna,674.99,12,342,0,1.1
2025-12-09,yam,kaduna,693.14,12,343,1,1.1
2025-12-10,yam,kaduna,581.01,12,344,2,1.1
2025-12-11,yam,kaduna,757.52,12,345,3,1.1
2025-12-12,yam,kaduna,680.14,12,346,4,1.1
2025-12-13,yam,kaduna,642.05,12,347,5,1.1
2025-12-14,yam,kaduna,710.17,12,348,6,1.1
2025-12-15,yam,kaduna,748.68,12,349,0,1.1
2025-12-16,yam,kaduna,633.94,12,350,1,1.1
2025-12-17,yam,kaduna,534.19,12,351,2,1.1
2025-12-18,yam,kaduna,963.27,12,352,3,1.1
2025-12-19,yam,kaduna,590.9,12,353,4,1.1
2025-12-20,yam,kaduna,623.8,12,354,5,1.1
2025-12-21,yam,kaduna,707.21,12,355,6,1.1
2025-12-22,yam,kaduna,718.47,12,356,0,1.1
2025-12-23,yam,kaduna,783.31,12,357,1,1.1
2025-12-24,yam,kaduna,729.95,12,358,2,1.1
2025-12-25,yam,kaduna,706.6,12,359,3,1.1
2025-12-26,yam,kaduna,686.37,12,360,4,1.1
2025-12-27,yam,kaduna,666.26,12,361,5,1.1
2025-12-28,yam,kaduna,658.96,12,362,6,1.1
2025-12-29,yam,kaduna,640.05,12,363,0,1.1
2025-12-30,yam,kaduna,692.81,12,364,1,1.1
2025-12-31,yam,kaduna,736.84,12,365,2,1.1
2026-01-01,yam,kaduna,720.7,1,1,3,1.15
2026-01-02,yam,kaduna,793.75,1,2,4,1.15
2026-01-03,yam,kaduna,725.77,1,3,5,1.15
2026-01-04,yam,kaduna,704.37,1,4,6,1.15
2026-01-05,yam,kaduna,784.85,1,5,0,1.15
2026-01-06,yam,kaduna,693.54,1,6,1,1.15
2026-01-07,yam,kaduna,710.98,1,7,2,1.15
2026-01-08,yam,kaduna,688.73,1,8,3,1.15
2026-01-09,yam,kaduna,704.23,1,9,4,1.15
2026-01-10,yam,kaduna,682.47,1,10,5,1.15
2026-01-11,yam,kaduna,785.02,1,11,6,1.15
2026-01-12,yam,kaduna,623.44,1,12,0,1.15
2026-01-13,yam,kaduna,758.43,1,13,1,1.15
2026-01-14,yam,kaduna,633.94,1,14,2,1.15
2026-01-15,yam,kaduna,626.71,1,15,3,1.15
2026-01-16,yam,kaduna,786.7,1,16,4,1.15
2026-01-17,yam,kaduna,676.11,1,17,5,1.15
2026-01-18,yam,kaduna,782.59,1,18,6,1.15
2026-01-19,yam,kaduna,668.81,1,19,0,1.15
2026-01-20,yam,kaduna,716.95,1,20,1,1.15
2026-01-21,yam,kaduna,505.32,1,21,2,1.15
2026-01-22,yam,kaduna,729.84,1,22,3,1.15
2026-01-23,yam,kaduna,610.85,1,23,4,1.15
2026-01-24,yam,kaduna,758.51,1,24,5,1.15
2026-01-25,yam,kaduna,794.94,1,25,6,1.15
2026-01-26,yam,kaduna,727.13,1,26,0,1.15
2026-01-27,yam,kaduna,779.97,1,27,1,1.15
2026-01-28,yam,kaduna,721.44,1,28,2,1.15
2026-01-29,yam,kaduna,785.41,1,29,3,1.15
2026-01-30,yam,kaduna,705.96,1,30,4,1.15
2026-01-31,yam,kaduna,814.9,1,31,5,1.15
2026-02-01,yam,kaduna,830.59,2,32,6,1.2
2026-02-02,yam,kaduna,848.37,2,33,0,1.2
2026-02-03,yam,kaduna,662.19,2,34,1,1.2
2026-02-04,yam,kaduna,854.5,2,35,2,1.2
2026-02-05,yam,kaduna,700.68,2,36,3,1.2
2026-02-06,yam,kaduna,775.89,2,37,4,1.2
2026-02-07,yam,kaduna,921.76,2,38,5,1.2
2026-02-08,yam,kaduna,806.85,2,39,6,1.2
2026-02-09,yam,kaduna,744.68,2,40,0,1.2
2026-02-10,yam,kaduna,921.91,2,41,1,1.2
2026-02-11,yam,kaduna,815.33,2,42,2,1.2
2026-02-12,yam,kaduna,817.6,2,43,3,1.2
2026-02-13,yam,kaduna,622.75,2,44,4,1.2
2026-02-14,yam,kaduna,785.58,2,45,5,1.2
2026-02-15,yam,kaduna,918.82,2,46,6,1.2
2026-02-16,yam,kaduna,845.21,2,47,0,1.2
2026-02-17,yam,kaduna,733.45,2,48,1,1.2
2026-02-18,yam,kaduna,811.05,2,49,2,1.2
2026-02-19,yam,kaduna,788.91,2,50,3,1.2
2026-02-20,yam,kaduna,733.55,2,51,4,1.2
2026-02-21,yam,kaduna,842.47,2,52,5,1.2
2026-02-22,yam,kaduna,855.81,2,53,6,1.2
2026-02-23,yam,kaduna,614.4,2,54,0,1.2
2026-02-24,yam,kaduna,761.7,2,55,1,1.2
2026-02-25,yam,kaduna,858.95,2,56,2,1.2
2026-02-26,yam,kaduna,749.95,2,57,3,1.2
2026-02-27,yam,kaduna,772.56,2,58,4,1.2
2026-02-28,yam,kaduna,791.92,2,59,5,1.2
2026-03-01,yam,kaduna,776.8,3,60,6,1.1
2026-03-02,yam,kaduna,737.31,3,61,0,1.1
2026-03-03,yam,kaduna,733.69,3,62,1,1.1
2026-03-04,yam,kaduna,717.52,3,63,2,1.1
2026-03-05,yam,kaduna,719.3,3,64,3,1.1
2026-03-06,yam,kaduna,807.72,3,65,4,1.1
2026-03-07,yam,kaduna,770.8,3,66,5,1.1
2026-03-08,yam,kaduna,733.68,3,67,6,1.1
2026-03-09,yam,kaduna,784.24,3,68,0,1.1
2026-03-10,yam,kaduna,758.53,3,69,1,1.1
2026-03-11,yam,kaduna,668.64,3,70,2,1.1
2026-03-12,yam,kaduna,735.16,3,71,3,1.1
2026-03-13,yam,kaduna,776.31,3,72,4,1.1
2026-03-14,yam,kaduna,683.6,3,73,5,1.1
2026-03-15,yam,kaduna,753.31,3,74,6,1.1
2026-03-16,yam,kaduna,726.87,3,75,0,1.1
2026-03-17,yam,kaduna,717.33,3,76,1,1.1
2026-03-18,yam,kaduna,747.8,3,77,2,1.1
2026-03-19,yam,kaduna,727.04,3,78,3,1.1
2026-03-20,yam,kaduna,759.04,3,79,4,1.1
2026-03-21,yam,kaduna,663.45,3,80,5,1.1
2026-03-22,yam,kaduna,726.46,3,81,6,1.1
2026-03-23,yam,kaduna,701.82,3,82,0,1.1
2026-03-24,yam,kaduna,689.32,3,83,1,1.1
2026-03-25,yam,kaduna,606.11,3,84,2,1.1
2026-03-26,yam,kaduna,689.24,3,85,3,1.1
2026-03-27,yam,kaduna,745.13,3,86,4,1.1
2026-03-28,yam,kaduna,764.29,3,87,5,1.1
2026-03-29,yam,kaduna,725.8,3,88,6,1.1
2026-03-30,yam,kaduna,757.61,3,89,0,1.1
2026-03-31,yam,kaduna,741.55,3,90,1,1.1
2026-04-01,yam,kaduna,566.16,4,91,2,0.95
2026-04-02,yam,kaduna,606.45,4,92,3,0.95
2026-04-03,yam,kaduna,681.08,4,93,4,0.95
2026-04-04,yam,kaduna,642.91,4,94,5,0.95
2026-04-05,yam,kaduna,626.62,4,95,6,0.95
2026-04-06,yam,kaduna,549.89,4,96,0,0.95
2026-04-07,yam,kaduna,604.69,4,97,1,0.95
2026-04-08,yam,kaduna,545.85,4,98,2,0.95
2026-04-09,yam,kaduna,681.85,4,99,3,0.95
2026-04-10,yam,kaduna,611.33,4,100,4,0.95
2026-04-11,yam,kaduna,572.71,4,101,5,0.95
2026-04-12,yam,kaduna,697.43,4,102,6,0.95
2026-04-13,yam,kaduna,577.63,4,103,0,0.95
2026-04-14,yam,kaduna,579.62,4,104,1,0.95
2026-04-15,yam,kaduna,655.24,4,105,2,0.95
2026-04-16,yam,kaduna,681.59,4,106,3,0.95
2026-04-17,yam,kaduna,604.1,4,107,4,0.95
2026-04-18,yam,kaduna,681.56,4,108,5,0.95
2026-04-19,yam,kaduna,627.77,4,109,6,0.95
2026-04-20,yam,kaduna,633.79,4,110,0,0.95
2026-04-21,yam,kaduna,599.21,4,111,1,0.95
2026-04-22,yam,kaduna,640.18,4,112,2,0.95
2026-04-23,yam,kaduna,562.88,4,113,3,0.95
2026-04-24,yam,kaduna,642.13,4,114,4,0.95
