crop_type,farm_size_hectares,region,soil_type,rainfall_mm,temperature_celsius,fertilizer_used,yield_kg
yam,9.12,Plateau,silty,1346.1,29.1,1,114162.7
cowpea,7.94,Kano,silty,1546.3,28.0,1,10540.5
rice,6.1,Kaduna,silty,1155.7,24.9,1,20153.4
tomato,3.13,Bauchi,clay,1909.2,23.2,1,38976.2
pepper,1.06,Benue,loamy,1209.2,27.3,1,12152.0
rice,9.18,Benue,silty,693.0,23.6,0,24233.1
cassava,5.83,Lagos,clay,1506.2,30.5,1,65841.4
tomato,6.76,Oyo,loamy,1541.2,28.5,1,115213.1
cassava,5.73,Rivers,silty,860.7,25.2,0,66595.7
yam,0.69,Plateau,sandy,1475.7,27.7,1,5767.6
rice,8.6,Bauchi,clay,1895.3,26.7,1,24429.4
pepper,9.84,Kaduna,clay,1483.0,23.7,0,64086.9
rice,2.08,Rivers,sandy,1536.4,22.0,1,6010.9
cassava,3.68,Kaduna,clay,690.7,26.3,1,34061.6
cowpea,6.88,Oyo,sandy,1023.9,24.6,1,6647.2
maize,4.54,Benue,loamy,534.8,22.3,1,9300.0
rice,9.52,Kano,silty,1076.0,26.0,1,36291.6
cassava,6.88,Lagos,clay,1475.5,25.9,1,84238.9
tomato,1.8,Plateau,loamy,1124.5,24.6,1,28554.8
pepper,9.26,Rivers,loamy,1359.2,25.0,1,73112.6
pepper,1.28,Lagos,silty,1734.5,27.7,1,9210.6
cowpea,6.72,Kano,sandy,912.5,26.5,0,6835.1
cowpea,4.76,Oyo,loamy,1121.2,24.2,1,8051.3
yam,7.1,Kano,loamy,740.7,29.3,1,65998.9
yam,2.4,Bauchi,clay,1090.2,28.2,0,22542.9
rice,5.72,Plateau,silty,683.3,26.3,1,19401.1
cowpea,3.76,Lagos,clay,1584.0,25.1,1,3602.3
cassava,7.84,Rivers,sandy,1032.3,27.5,0,67334.9
cowpea,1.45,Lagos,loamy,2022.3,26.3,1,1714.2
maize,2.1,Plateau,clay,1507.7,23.6,1,4231.2
maize,7.25,Kano,clay,1899.3,29.9,1,14143.3
yam,0.6,Plateau,silty,1422.0,24.8,1,7293.7
pepper,2.07,Rivers,loamy,1107.7,22.5,0,12318.9
rice,7.03,Kano,sandy,1742.4,31.5,0,12101.8
maize,6.1,Oyo,silty,1022.9,29.9,1,16923.3
rice,8.14,Kaduna,silty,1195.4,29.0,1,31191.7
yam,6.18,Bauchi,silty,996.9,23.0,1,52451.8
maize,3.7,Kaduna,sandy,622.3,27.4,1,6344.6
cowpea,0.59,Benue,loamy,809.5,33.6,1,546.2
pepper,6.9,Bauchi,loamy,1101.1,29.0,1,66632.8
yam,2.33,Rivers,sandy,1281.7,23.4,1,19757.0
cassava,9.52,Kano,sandy,944.5,29.4,1,100417.8
yam,1.79,Rivers,silty,1315.8,30.9,0,13382.6
tomato,9.33,Rivers,sandy,935.8,30.9,0,93583.4
maize,5.88,Bauchi,clay,1732.1,32.7,1,11143.7
tomato,8.2,Rivers,loamy,1854.2,23.4,0,99585.6
tomato,8.95,Kano,silty,1355.2,24.6,1,143092.1
maize,2.54,Lagos,clay,1814.2,23.6,1,5421.0
cowpea,9.06,Oyo,silty,1024.1,30.4,1,9659.6
maize,7.55,Lagos,clay,982.8,34.0,1,13001.8
rice,9.07,Benue,loamy,1234.0,22.9,1,30385.9
rice,2.35,Plateau,silty,991.9,24.1,1,7581.0
maize,5.24,Kaduna,loamy,1698.5,23.5,1,14784.3
cowpea,2.31,Oyo,loamy,1121.1,25.7,1,3667.9
maize,9.94,Kaduna,sandy,1880.6,29.5,1,18872.2
cowpea,7.77,Kaduna,loamy,1683.8,28.3,1,10913.6
yam,6.7,Benue,clay,1024.9,24.3,0,47766.0
yam,5.27,Oyo,loamy,1399.8,31.2,1,64311.7
cassava,7.15,Benue,silty,1407.6,29.0,0,84945.4
rice,1.07,Rivers,silty,1688.2,28.0,0,3634.7
maize,2.55,Kano,clay,913.8,25.7,0,5801.2
maize,3.59,Rivers,silty,1476.6,25.9,1,10611.4
rice,5.91,Oyo,sandy,717.0,29.8,0,14390.1
rice,9.17,Kano,sandy,1094.5,28.5,1,26054.5
pepper,5.1,Lagos,loamy,1321.0,26.1,1,52761.9
tomato,9.19,Lagos,sandy,796.9,29.6,0,94471.3
yam,7.6,Kaduna,sandy,2051.8,27.7,1,60779.7
rice,5.16,Rivers,silty,939.3,23.5,1,17894.0
pepper,7.25,Oyo,loamy,1096.2,23.2,1,65871.8
cassava,9.63,Bauchi,clay,1056.1,26.6,1,132096.0
cassava,6.25,Lagos,silty,722.0,27.8,1,83022.6
pepper,2.56,Plateau,clay,690.1,30.1,0,14056.1
pepper,9.08,Benue,clay,1575.6,24.4,1,71558.1
cowpea,4.28,Rivers,silty,1021.8,23.4,1,4804.3
maize,4.74,Plateau,sandy,1247.4,30.5,0,7994.8
yam,9.69,Plateau,clay,1549.4,28.6,1,103214.5
yam,1.24,Oyo,silty,1060.1,27.1,0,11829.9
pepper,0.53,Plateau,silty,1126.3,24.2,1,5679.1
rice,8.95,Oyo,sandy,1368.5,26.3,1,24437.4
rice,7.57,Kaduna,loamy,1216.5,29.5,1,34249.0
tomato,2.1,Lagos,sandy,1229.9,25.1,0,25427.2
pepper,5.47,Benue,clay,1005.4,31.6,0,32388.4
tomato,3.65,Lagos,sandy,1418.7,30.7,0,40025.6
cowpea,8.05,Bauchi,loamy,1392.8,30.3,0,8959.3
tomato,4.99,Oyo,loamy,1306.1,25.7,1,90395.6
maize,2.74,Kano,silty,1358.4,29.7,0,5975.6
rice,9.69,Kano,silty,1890.2,29.2,1,34077.3
pepper,1.27,Plateau,silty,1218.8,28.0,1,13810.4
pepper,1.03,Rivers,sandy,1374.7,27.3,0,6565.7
maize,4.52,Plateau,sandy,887.1,27.7,0,7868.1
maize,3.15,Bauchi,silty,1320.1,29.0,1,10032.6
cowpea,1.13,Lagos,silty,1413.8,30.4,1,1290.4
yam,5.64,Lagos,silty,1157.5,25.6,1,80471.3
tomato,7.74,Rivers,silty,1539.4,29.8,1,108615.5
tomato,4.79,Lagos,silty,983.6,28.4,1,74045.3
rice,0.82,Plateau,silty,481.5,29.0,1,1985.6
cassava,1.39,Oyo,silty,980.6,27.8,1,22218.8
tomato,2.5,Bauchi,silty,706.5,25.3,0,26637.8
pepper,1.38,Kano,sandy,1129.3,18.0,1,7886.9
rice,4.6,Kaduna,clay,704.7,28.6,1,15379.5
tomato,9.26,Rivers,loamy,1185.7,26.1,1,188892.4
yam,4.59,Plateau,sandy,1807.8,28.5,1,33098.5
cassava,5.17,Oyo,sandy,1191.1,31.1,1,49783.4
cassava,7.56,Plateau,clay,1170.3,28.2,1,86624.0
tomato,0.77,Lagos,loamy,1501.6,26.5,1,13232.4
cowpea,9.05,Plateau,sandy,1484.7,29.4,0,7570.7
cowpea,7.32,Plateau,sandy,1396.1,27.0,0,7249.1
pepper,5.43,Lagos,clay,1458.1,25.1,1,43804.5
yam,6.55,Oyo,silty,758.1,28.6,1,65827.6
rice,9.89,Bauchi,clay,614.9,27.7,0,22382.7
cowpea,2.94,Bauchi,clay,2032.1,27.0,0,1805.8
tomato,4.05,Kaduna,silty,1332.3,29.7,0,57146.1
yam,1.68,Benue,loamy,1507.7,28.2,1,22636.1
pepper,4.17,Kano,sandy,1365.7,26.0,1,37498.7
yam,3.6,Benue,silty,1777.6,30.9,0,24015.5
tomato,2.05,Bauchi,loamy,2167.8,27.0,1,27000.5
maize,0.52,Kano,clay,1507.1,27.3,0,989.6
rice,7.55,Rivers,silty,534.5,29.1,1,21526.5
maize,2.42,Rivers,loamy,522.4,24.5,0,4428.0
rice,5.89,Rivers,loamy,1476.1,24.5,0,17980.1
pepper,8.51,Benue,loamy,954.4,26.8,0,61909.2
cowpea,7.17,Bauchi,clay,1110.0,19.6,1,6587.0
maize,1.44,Benue,sandy,1834.4,27.1,0,2146.8
tomato,8.54,Kaduna,clay,1311.0,26.7,0,118629.9
yam,3.02,Kaduna,silty,849.1,27.7,1,26859.4
cassava,3.8,Plateau,sandy,1616.7,22.6,0,26145.2
rice,5.26,Rivers,clay,308.2,29.2,1,10245.8
cowpea,5.25,Bauchi,sandy,1087.0,28.6,1,6421.4
cowpea,6.16,Lagos,silty,1332.2,26.9,0,7987.7
yam,4.42,Kaduna,clay,685.4,35.2,1,32841.5
tomato,9.17,Plateau,silty,1440.5,32.6,0,97316.8
cowpea,5.72,Kaduna,clay,845.4,24.0,1,6717.0
cowpea,3.06,Oyo,sandy,836.9,23.9,0,2202.3
cowpea,1.17,Oyo,loamy,1004.9,24.9,0,1199.1
maize,0.71,Oyo,silty,1380.6,27.8,0,1482.4
yam,5.46,Kaduna,loamy,1126.3,28.1,1,84019.8
tomato,4.15,Plateau,sandy,1768.1,28.8,1,54990.8
cowpea,9.86,Kano,clay,200.0,29.7,1,6441.3
cowpea,1.81,Rivers,sandy,2150.0,22.9,1,1311.9
cassava,9.56,Benue,clay,1470.7,28.8,0,91265.8
yam,4.77,Kano,clay,379.9,28.3,0,27696.2
yam,2.46,Kano,loamy,1574.7,24.5,1,26277.3
rice,9.57,Kaduna,clay,1529.1,29.9,1,34663.9
cassava,8.03,Lagos,sandy,1047.6,26.5,1,92653.1
pepper,9.96,Kaduna,clay,1698.2,28.4,1,70380.4
pepper,4.6,Benue,loamy,416.3,26.4,1,34142.8
maize,4.33,Lagos,loamy,1087.5,26.2,1,15156.2
cassava,5.2,Kaduna,sandy,1693.1,23.8,1,37191.6
yam,4.46,Kano,clay,1454.8,25.9,0,38251.2
maize,7.82,Kaduna,silty,691.2,28.5,1,18083.9
yam,9.81,Plateau,sandy,1199.2,23.1,1,88110.0
cassava,3.63,Lagos,sandy,922.5,29.4,1,39773.6
cowpea,6.43,Plateau,silty,1185.5,26.1,1,9136.3
pepper,9.86,Oyo,silty,1226.8,27.0,1,104236.0
rice,4.17,Rivers,sandy,649.9,29.6,1,10469.9
maize,1.34,Lagos,silty,303.8,29.6,1,2496.0
cowpea,8.27,Lagos,silty,1120.6,23.8,1,11338.8
yam,6.68,Kano,silty,1250.2,32.3,1,74765.2
cassava,9.2,Benue,loamy,1422.7,25.0,0,113633.6
yam,3.57,Benue,sandy,1110.2,29.8,0,28156.1
rice,3.08,Bauchi,loamy,1435.8,28.6,0,10643.3
maize,7.36,Oyo,silty,1164.2,31.5,1,19486.3
maize,1.93,Plateau,silty,1692.8,27.7,0,4089.8
rice,4.45,Oyo,silty,1282.5,27.5,0,16198.7
tomato,8.28,Lagos,silty,753.3,32.1,1,111016.3
yam,7.27,Lagos,clay,712.7,24.9,0,47424.3
tomato,8.73,Kaduna,silty,1195.9,28.7,1,164938.8
cassava,0.58,Plateau,clay,1360.9,31.4,1,5776.8
yam,9.52,Benue,clay,1034.6,25.1,1,94612.5
yam,8.91,Bauchi,silty,1240.1,23.5,0,82407.8
pepper,2.29,Benue,clay,1253.7,27.3,1,23884.9
tomato,4.68,Plateau,sandy,990.2,22.4,0,45315.9
yam,8.73,Oyo,clay,841.2,30.7,1,74345.6
tomato,3.18,Lagos,loamy,2163.1,22.3,1,29677.6
cowpea,9.68,Benue,clay,1177.5,25.5,1,13396.0
maize,3.28,Oyo,clay,1537.0,24.5,1,7485.0
rice,2.71,Kano,loamy,554.8,27.2,1,8921.2
yam,8.96,Plateau,sandy,537.1,32.4,0,38672.2
cassava,6.5,Benue,sandy,1268.4,27.4,1,84094.4
cowpea,4.63,Plateau,clay,1898.5,31.1,0,3773.6
rice,6.82,Oyo,loamy,880.1,32.1,1,25338.9
yam,5.42,Oyo,loamy,1550.4,25.4,0,52773.2
cowpea,3.18,Oyo,sandy,1250.7,29.3,0,3076.8
tomato,2.7,Benue,sandy,704.3,24.9,1,32062.3
rice,4.72,Bauchi,sandy,1977.6,26.9,0,9118.3
cowpea,6.35,Benue,sandy,1686.6,26.8,0,5981.3
cowpea,4.0,Oyo,clay,1267.8,24.7,1,5913.8
pepper,3.09,Bauchi,sandy,1101.0,26.5,1,23546.6
pepper,7.49,Bauchi,silty,1262.6,29.6,1,65604.6
pepper,5.83,Oyo,clay,1388.2,29.2,1,45267.4
yam,7.4,Bauchi,clay,1935.2,28.3,1,65202.8
yam,5.02,Benue,clay,1088.4,26.1,1,51030.0
pepper,4.02,Bauchi,silty,1350.6,23.5,0,29510.3
maize,5.49,Bauchi,sandy,1434.0,25.5,0,10665.6
yam,6.9,Bauchi,loamy,802.4,32.4,0,51157.1
yam,3.92,Rivers,clay,1553.6,25.8,0,33578.9
yam,8.83,Benue,clay,1557.3,27.5,1,87410.7
cassava,3.32,Benue,clay,1730.8,23.8,1,35969.0
pepper,2.95,Oyo,clay,842.3,31.3,1,16789.0
tomato,4.12,Kaduna,sandy,617.5,25.8,0,45854.9
pepper,0.54,Kano,clay,1440.5,23.6,0,2952.8
yam,7.11,Plateau,sandy,709.5,25.6,1,59734.5
maize,5.1,Plateau,sandy,1175.8,26.4,1,12966.2
cowpea,1.13,Plateau,loamy,1211.4,31.8,0,1158.1
rice,0.84,Bauchi,clay,954.2,25.8,1,3243.8
pepper,9.79,Kano,loamy,703.5,24.7,0,49147.5
yam,3.62,Oyo,silty,1146.5,27.0,1,46427.2
yam,3.63,Bauchi,clay,624.0,25.8,1,33358.4
cassava,1.0,Plateau,silty,1192.5,33.3,1,8200.0
yam,3.3,Rivers,clay,1152.7,34.7,0,20093.6
maize,4.43,Benue,silty,280.2,32.4,1,7405.1
yam,8.55,Oyo,loamy,1321.4,25.1,1,107348.4
maize,4.47,Kaduna,silty,2067.9,27.9,0,7377.1
tomato,4.64,Benue,sandy,1433.9,21.9,0,43388.0
cowpea,8.86,Bauchi,sandy,1271.8,32.5,1,6961.0
tomato,6.27,Lagos,silty,1285.8,22.9,1,105073.0
pepper,6.0,Lagos,silty,837.3,27.8,1,47263.2
cassava,6.51,Rivers,clay,1198.2,29.6,0,55512.3
yam,9.49,Lagos,loamy,2210.8,25.9,0,68130.4
pepper,5.52,Rivers,silty,1718.7,25.3,0,41415.2
cassava,1.7,Benue,sandy,909.0,23.1,1,15794.3
maize,5.35,Kaduna,sandy,1180.9,23.5,0,10316.7
pepper,5.55,Benue,sandy,1379.8,29.2,1,40540.7
cassava,2.02,Bauchi,clay,1147.3,27.1,1,28010.3
rice,2.64,Benue,loamy,626.2,33.0,1,8535.8
tomato,2.79,Benue,clay,920.8,21.7,1,34790.1
cassava,6.0,Benue,silty,816.0,27.7,1,82384.0
yam,7.85,Kano,silty,1123.6,29.1,1,70734.1
tomato,7.2,Benue,loamy,843.7,21.2,0,77991.6
cassava,5.11,Rivers,clay,1114.1,25.3,0,52908.7
cowpea,2.14,Kano,clay,1346.8,27.1,1,3248.4
yam,6.78,Oyo,silty,1297.2,28.5,1,85808.4
cowpea,3.07,Rivers,sandy,1102.2,28.7,0,2243.1
yam,2.33,Bauchi,silty,922.0,26.3,0,19828.9
maize,1.38,Kaduna,loamy,696.5,26.3,0,2585.8
cassava,7.47,Oyo,loamy,1820.4,28.6,0,75315.2
cowpea,8.3,Rivers,clay,1056.6,25.2,1,10426.6
pepper,3.91,Kano,silty,1457.6,27.5,1,33759.6
rice,2.5,Bauchi,silty,1800.0,24.2,0,6043.6
cowpea,9.55,Lagos,loamy,1348.7,24.1,1,14375.7
rice,5.36,Rivers,silty,992.4,27.7,0,14282.8
yam,9.24,Plateau,clay,1351.7,29.4,1,91049.7
yam,7.75,Oyo,silty,1151.4,24.4,1,97906.8
rice,7.7,Rivers,loamy,1156.1,21.4,1,26369.7
yam,7.71,Oyo,clay,1575.5,26.9,1,78617.0
rice,0.94,Kaduna,sandy,1118.5,29.1,0,2547.9
cassava,5.08,Oyo,clay,810.0,29.3,1,48038.0
maize,9.01,Oyo,clay,684.2,27.4,1,21043.5
maize,6.89,Oyo,silty,781.1,26.0,0,13677.6
cowpea,5.34,Plateau,sandy,1112.9,23.9,1,5737.6
rice,6.01,Oyo,silty,1456.8,24.7,1,22297.3
tomato,3.36,Bauchi,clay,1141.6,26.0,1,58579.4
cowpea,7.78,Kano,clay,1827.4,25.6,1,7621.9
rice,7.88,Benue,loamy,1038.9,25.8,0,28212.3
rice,9.24,Bauchi,silty,1573.7,22.9,1,26177.9
tomato,8.87,Plateau,clay,1921.5,30.1,0,72020.4
pepper,4.44,Rivers,loamy,1871.9,24.8,1,37564.3
cowpea,4.99,Kano,sandy,942.1,29.9,1,3948.9
tomato,7.41,Kaduna,silty,1639.8,32.6,1,101108.1
yam,0.71,Plateau,clay,1250.5,26.8,1,10269.4
rice,1.75,Plateau,loamy,1390.9,30.1,1,8664.5
pepper,1.61,Kaduna,clay,1197.4,27.0,1,15958.4
tomato,9.65,Plateau,loamy,715.0,28.2,1,152900.7
rice,9.54,Oyo,clay,1056.6,25.3,1,30519.2
maize,1.21,Bauchi,silty,1412.2,25.1,0,2609.3
pepper,6.74,Oyo,silty,1384.0,27.7,0,48492.8
tomato,5.19,Kano,loamy,1456.8,23.1,0,68057.8
yam,7.11,Plateau,sandy,656.3,29.7,1,44464.3
yam,3.09,Kano,loamy,1122.1,31.1,1,31824.8
cassava,0.84,Bauchi,clay,1078.7,27.3,1,12003.7
yam,9.16,Kaduna,loamy,563.9,26.9,0,81663.0
yam,7.49,Benue,loamy,813.4,26.9,0,67568.4
cowpea,8.16,Plateau,silty,1253.4,26.5,1,12388.7
pepper,9.06,Benue,silty,956.5,31.9,0,55307.3
rice,6.18,Benue,clay,909.0,23.3,1,21388.6
cowpea,6.03,Kaduna,clay,923.5,26.3,1,7886.8
maize,1.17,Oyo,loamy,1588.3,25.5,1,3244.1
maize,1.94,Kano,sandy,1533.6,24.2,0,3801.1
cowpea,5.49,Oyo,clay,1021.1,30.7,1,6747.8
rice,8.61,Bauchi,loamy,1032.9,28.8,1,35197.1
yam,5.32,Bauchi,sandy,1227.1,30.3,1,40314.7
tomato,1.32,Benue,silty,1652.9,29.1,0,17854.5
pepper,7.98,Bauchi,clay,859.6,23.3,1,55903.1
cassava,7.73,Oyo,silty,1497.3,25.2,0,84935.3
rice,8.43,Kaduna,loamy,1231.9,31.1,1,31989.5
cowpea,4.65,Benue,silty,1015.0,27.9,1,6404.5
rice,6.29,Rivers,clay,703.5,25.3,1,18092.1
yam,5.28,Kaduna,silty,1575.6,25.9,1,52303.7
maize,7.14,Benue,loamy,1213.9,27.5,1,26825.6
cassava,2.31,Oyo,silty,1102.6,22.9,0,20762.4
cowpea,2.58,Benue,clay,931.1,30.8,1,3056.4
cassava,4.19,Lagos,loamy,910.2,25.9,1,60823.5
cowpea,1.57,Kano,clay,480.4,27.8,1,1600.0
pepper,8.64,Rivers,clay,592.8,26.1,0,52398.8
pepper,4.79,Rivers,sandy,1024.6,28.0,1,35127.4
pepper,0.52,Oyo,clay,1296.0,26.4,1,4289.2
yam,3.72,Benue,silty,1929.3,29.0,0,21667.9
rice,3.36,Kaduna,silty,1110.9,31.0,0,8332.5
pepper,6.67,Oyo,loamy,1491.2,21.7,1,50995.4
pepper,8.89,Bauchi,silty,1138.0,26.7,1,86985.6
rice,7.5,Kano,sandy,1245.4,27.7,1,29207.2
maize,7.21,Oyo,clay,1144.2,29.2,1,16996.8
rice,3.92,Oyo,clay,1057.4,24.2,1,11126.5
pepper,8.18,Rivers,silty,440.8,29.3,1,53204.5
cassava,6.52,Plateau,silty,1644.3,26.7,0,59397.9
cassava,6.29,Kano,silty,1681.4,29.5,0,55974.5
rice,5.3,Oyo,silty,1453.1,25.0,1,19150.1
pepper,1.9,Oyo,sandy,866.4,27.2,1,13884.0
cowpea,8.71,Rivers,loamy,420.9,25.6,1,8256.1
tomato,3.92,Rivers,loamy,1596.6,28.5,1,66357.1
maize,0.69,Plateau,sandy,1378.0,29.8,1,1468.9
cassava,3.77,Rivers,clay,1512.2,30.8,0,32425.3
rice,7.64,Kaduna,silty,1825.7,29.0,1,23977.9
maize,9.05,Kaduna,sandy,1171.8,26.4,1,21090.4
yam,2.46,Lagos,sandy,1403.8,23.9,1,23943.2
maize,3.47,Kaduna,silty,1851.7,27.0,0,7266.3
cassava,9.96,Lagos,clay,1112.2,27.6,1,131768.9
rice,5.21,Rivers,clay,1546.8,21.9,0,14262.9
tomato,1.51,Oyo,loamy,2071.6,24.9,1,19357.7
cassava,9.67,Lagos,silty,1445.1,31.2,1,122153.7
cassava,0.53,Benue,silty,857.2,32.0,1,5224.2
rice,6.99,Plateau,sandy,967.2,27.2,1,21492.5
cassava,9.1,Rivers,clay,1480.4,22.1,0,70756.1
yam,0.62,Kaduna,loamy,1236.4,27.4,1,9237.9
pepper,4.72,Benue,silty,862.9,31.9,1,31624.8
maize,4.06,Lagos,clay,1386.6,35.8,1,8323.9
rice,2.08,Lagos,loamy,1981.9,26.0,1,6088.9
pepper,8.59,Lagos,loamy,1003.8,31.7,0,53048.2
cassava,4.22,Plateau,sandy,977.1,30.5,1,43755.5
rice,9.79,Plateau,clay,514.6,26.5,1,18612.3
maize,2.45,Kano,sandy,1494.2,26.4,0,4329.0
cassava,8.52,Oyo,sandy,1318.9,26.1,1,91679.0
tomato,5.78,Kaduna,silty,1782.9,25.6,0,66953.0
cassava,5.46,Bauchi,sandy,1093.5,28.7,1,64912.1
cassava,8.21,Plateau,loamy,538.0,26.7,0,82275.9
tomato,1.82,Lagos,clay,1881.5,28.3,1,23030.7
pepper,6.43,Kaduna,sandy,1131.2,24.8,1,51131.6
rice,1.12,Lagos,loamy,1011.6,22.8,0,3188.3
tomato,4.97,Kaduna,sandy,1248.1,28.0,1,78921.3
tomato,5.68,Bauchi,loamy,1607.0,22.6,1,79525.4
yam,3.23,Benue,silty,1662.0,25.2,0,23604.8
yam,7.86,Benue,clay,1312.4,29.8,1,81399.7
yam,3.33,Benue,loamy,1158.5,27.8,0,44036.0
rice,4.94,Plateau,loamy,200.0,28.0,0,10941.5
cassava,6.24,Plateau,silty,2185.0,32.1,0,40395.1
rice,4.98,Bauchi,sandy,1804.8,28.3,1,10868.7
yam,3.27,Kano,sandy,1580.8,30.9,1,25768.6
pepper,2.27,Kano,loamy,1563.2,29.9,1,20042.5
maize,9.11,Rivers,silty,660.0,23.5,1,21076.3
tomato,4.96,Bauchi,clay,1036.0,23.2,1,63922.0
maize,5.64,Kaduna,sandy,663.9,30.5,0,8069.9
yam,9.93,Lagos,silty,1182.0,32.4,1,95513.4
tomato,1.05,Plateau,sandy,1521.8,30.3,0,11930.2
tomato,1.48,Benue,loamy,1204.5,24.8,1,27048.1
cassava,7.35,Kaduna,sandy,1127.2,28.8,1,87612.0
pepper,0.53,Kano,sandy,2168.6,23.1,1,2442.6
maize,3.82,Lagos,sandy,1165.6,26.7,0,6629.1
tomato,7.05,Kano,silty,848.3,26.1,0,72901.9
tomato,0.65,Kaduna,loamy,1490.8,25.3,1,12723.1
maize,0.84,Bauchi,clay,1008.1,23.2,1,1682.8
tomato,3.68,Rivers,loamy,1391.1,31.4,0,47519.5
pepper,6.44,Rivers,silty,1476.4,28.3,1,54977.9
rice,6.3,Benue,clay,1322.5,19.9,1,18848.2
tomato,7.73,Kaduna,silty,1486.7,31.1,0,102461.2
yam,8.87,Lagos,clay,1212.8,30.3,1,83426.9
yam,1.69,Oyo,clay,1243.4,24.7,0,16498.8
yam,2.88,Lagos,silty,1727.6,28.9,1,27576.0
rice,0.64,Plateau,silty,1572.4,26.0,1,2428.2
tomato,2.61,Rivers,silty,1092.1,27.8,1,50003.9
tomato,8.91,Plateau,sandy,1371.2,31.7,0,78173.9
cassava,9.93,Benue,loamy,1198.9,25.9,1,178317.0
cassava,9.6,Rivers,sandy,1585.5,26.7,1,94752.1
cowpea,9.26,Kano,silty,1009.6,26.7,0,11304.6
yam,6.81,Oyo,sandy,631.1,28.1,1,53912.5
rice,1.97,Benue,clay,1644.2,28.5,1,6830.6
cowpea,4.2,Kano,sandy,1610.1,27.7,1,4458.4
cassava,9.77,Lagos,silty,1412.8,30.6,1,121297.1
rice,3.18,Rivers,silty,1345.2,26.8,1,14458.4
pepper,3.7,Kano,clay,2125.6,26.1,1,22791.9
pepper,4.49,Plateau,silty,1114.5,28.4,1,49191.9
yam,9.24,Rivers,clay,1357.9,25.4,1,117622.7
maize,6.23,Kano,loamy,1420.8,33.9,1,18759.4
yam,1.93,Lagos,silty,1012.7,21.3,1,17509.5
rice,2.51,Rivers,loamy,1820.6,25.6,1,8306.7
rice,6.59,Bauchi,loamy,951.5,24.2,1,23970.8
maize,7.31,Kaduna,silty,1348.7,26.1,1,20441.7
maize,7.05,Benue,loamy,1027.1,28.6,0,15873.5
maize,2.44,Plateau,loamy,956.0,29.4,1,6293.9
maize,9.77,Oyo,silty,835.7,25.8,1,26212.1
cowpea,5.97,Kaduna,silty,832.2,27.2,1,8196.4
cowpea,3.0,Lagos,sandy,1369.0,26.7,0,3130.8
tomato,2.9,Bauchi,loamy,1776.4,26.8,0,38809.0
maize,6.72,Lagos,loamy,1534.9,26.6,1,22052.1
tomato,8.45,Rivers,silty,1113.3,24.8,1,145241.5
yam,0.8,Oyo,clay,1491.3,29.4,1,8284.5
tomato,7.02,Benue,sandy,870.5,32.2,0,50027.3
yam,4.79,Kaduna,silty,607.7,28.4,1,40224.5
tomato,1.2,Lagos,silty,1478.2,26.3,1,18509.4
rice,1.81,Benue,clay,1459.1,29.7,0,4908.5
cassava,3.72,Plateau,clay,918.5,29.1,1,38618.9
pepper,3.03,Oyo,clay,1105.2,20.8,1,22975.0
cassava,0.69,Oyo,sandy,1038.1,32.7,1,7066.9
maize,7.3,Benue,clay,363.6,26.9,1,15746.3
cassava,5.84,Bauchi,loamy,1078.3,25.2,1,90605.7
yam,1.86,Kaduna,sandy,1531.6,25.8,1,16027.3
rice,4.42,Kaduna,silty,1057.4,29.2,1,16402.5
rice,3.42,Lagos,silty,794.6,23.7,0,8648.4
tomato,8.69,Bauchi,clay,1202.1,28.9,1,160814.0
pepper,8.78,Kaduna,clay,1022.9,27.7,0,65088.5
tomato,4.93,Oyo,loamy,1307.5,26.7,1,97295.9
cassava,0.77,Benue,sandy,1869.0,29.0,1,6193.9
maize,2.49,Plateau,clay,1300.6,33.8,1,4529.0
rice,8.59,Kaduna,loamy,771.6,26.6,0,25227.3
cassava,1.06,Benue,clay,1986.4,27.2,1,10652.0
yam,0.6,Plateau,silty,1657.1,26.0,1,6744.1
cassava,2.63,Lagos,silty,1199.4,29.6,1,29693.3
maize,2.85,Benue,loamy,659.6,24.5,1,7477.9
tomato,6.6,Lagos,clay,1126.9,28.3,1,99634.6
rice,5.61,Oyo,sandy,1395.4,23.6,1,16755.9
yam,9.11,Kano,clay,1216.7,29.5,0,71906.8
tomato,6.26,Rivers,clay,1407.1,26.2,1,92874.4
maize,3.47,Oyo,loamy,1115.1,25.6,1,10050.8
cassava,3.12,Plateau,clay,594.5,21.1,1,28473.4
maize,8.08,Oyo,loamy,1206.5,26.1,0,22499.6
pepper,6.81,Lagos,silty,1762.3,26.8,1,60002.7
tomato,7.72,Lagos,sandy,1483.4,25.8,1,97716.8
yam,4.89,Rivers,clay,1038.1,30.6,0,32131.2
tomato,6.79,Plateau,loamy,1388.0,30.9,0,103654.2
pepper,3.42,Bauchi,silty,949.9,30.3,0,23943.2
pepper,8.38,Benue,silty,1157.4,27.6,0,74156.9
rice,2.85,Rivers,loamy,1711.9,33.0,0,6713.0
cowpea,8.81,Oyo,silty,870.4,23.4,0,7015.7
tomato,8.93,Kano,sandy,970.9,22.2,1,106798.6
pepper,2.51,Benue,silty,1105.3,28.9,0,18751.9
cowpea,7.85,Kaduna,sandy,1370.5,29.1,0,6812.2
maize,2.56,Kano,loamy,1214.8,28.0,0,7193.5
cassava,6.56,Lagos,sandy,1613.7,26.4,1,71651.9
maize,8.64,Kaduna,clay,1245.4,26.4,1,26349.2
